,index,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
0,8027,train_8027,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37623,train_37623,agriculture cloudy primary,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,30533,train_30533,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29808,train_29808,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,38214,train_38214,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13702,train_13702,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,12614,train_12614,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32106,train_32106,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5946,train_5946,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,15062,train_15062,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21549,train_21549,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,29145,train_29145,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,39122,train_39122,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,17815,train_17815,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1093,train_1093,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,6433,train_6433,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16715,train_16715,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,15380,train_15380,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,17727,train_17727,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,28468,train_28468,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,5961,train_5961,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16475,train_16475,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,33889,train_33889,clear primary road blooming,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2843,train_2843,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21943,train_21943,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23894,train_23894,agriculture clear cultivation habitation primary slash_burn,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
0,18674,train_18674,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21120,train_21120,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8232,train_8232,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,14621,train_14621,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,36667,train_36667,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,37118,train_37118,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,19932,train_19932,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4081,train_4081,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9704,train_9704,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,16541,train_16541,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24263,train_24263,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28888,train_28888,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,13757,train_13757,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,28902,train_28902,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4721,train_4721,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22641,train_22641,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5733,train_5733,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30922,train_30922,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,38682,train_38682,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,38922,train_38922,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35533,train_35533,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20078,train_20078,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10040,train_10040,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30408,train_30408,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,26703,train_26703,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8776,train_8776,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31298,train_31298,clear primary road selective_logging,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30302,train_30302,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,26299,train_26299,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20418,train_20418,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34491,train_34491,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33243,train_33243,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12931,train_12931,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21366,train_21366,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20638,train_20638,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9482,train_9482,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15571,train_15571,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21485,train_21485,blooming clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,17624,train_17624,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39099,train_39099,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29299,train_29299,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,32056,train_32056,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,31887,train_31887,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,33436,train_33436,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30249,train_30249,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,32139,train_32139,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,25599,train_25599,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39676,train_39676,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2388,train_2388,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21560,train_21560,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,6206,train_6206,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,36893,train_36893,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27346,train_27346,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9090,train_9090,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26970,train_26970,artisinal_mine clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,12003,train_12003,agriculture haze primary road water,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,18888,train_18888,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,21736,train_21736,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16986,train_16986,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11242,train_11242,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9981,train_9981,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14351,train_14351,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38931,train_38931,clear primary slash_burn water,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,33223,train_33223,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,15464,train_15464,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17659,train_17659,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12244,train_12244,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36495,train_36495,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7409,train_7409,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20114,train_20114,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,23897,train_23897,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,19253,train_19253,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33806,train_33806,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,22885,train_22885,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8505,train_8505,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,40138,train_40138,agriculture clear cultivation primary road water,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,26139,train_26139,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11735,train_11735,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3584,train_3584,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34725,train_34725,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3077,train_3077,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28837,train_28837,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,26554,train_26554,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22288,train_22288,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33533,train_33533,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28445,train_28445,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1844,train_1844,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,36664,train_36664,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8787,train_8787,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14694,train_14694,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9333,train_9333,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19894,train_19894,clear primary selective_logging,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1811,train_1811,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31919,train_31919,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,18292,train_18292,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13171,train_13171,clear primary road selective_logging,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,6876,train_6876,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40070,train_40070,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7797,train_7797,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15343,train_15343,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1759,train_1759,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8740,train_8740,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6637,train_6637,agriculture bare_ground clear road,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,37968,train_37968,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8073,train_8073,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,26729,train_26729,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9006,train_9006,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,35659,train_35659,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24624,train_24624,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34521,train_34521,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37510,train_37510,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,14494,train_14494,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29408,train_29408,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27238,train_27238,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6270,train_6270,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30338,train_30338,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2578,train_2578,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27990,train_27990,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30812,train_30812,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39461,train_39461,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9034,train_9034,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26342,train_26342,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13506,train_13506,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,7728,train_7728,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30133,train_30133,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16993,train_16993,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,35772,train_35772,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36413,train_36413,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,15643,train_15643,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16202,train_16202,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35680,train_35680,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2354,train_2354,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29333,train_29333,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,33157,train_33157,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,8086,train_8086,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37811,train_37811,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13069,train_13069,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,9023,train_9023,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22265,train_22265,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36526,train_36526,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34112,train_34112,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36406,train_36406,agriculture clear cultivation habitation primary,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,22366,train_22366,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,35566,train_35566,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,19843,train_19843,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6541,train_6541,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23541,train_23541,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22130,train_22130,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8090,train_8090,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,20730,train_20730,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,308,train_308,agriculture cultivation partly_cloudy primary road water,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,20902,train_20902,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25146,train_25146,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19172,train_19172,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,15354,train_15354,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21412,train_21412,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23336,train_23336,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29983,train_29983,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28672,train_28672,agriculture cultivation partly_cloudy primary road,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,27232,train_27232,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1220,train_1220,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,17149,train_17149,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22231,train_22231,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18765,train_18765,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14143,train_14143,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,37173,train_37173,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,39907,train_39907,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18342,train_18342,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11407,train_11407,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27344,train_27344,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,28815,train_28815,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30810,train_30810,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30717,train_30717,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32944,train_32944,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,38432,train_38432,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28159,train_28159,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12437,train_12437,agriculture clear cultivation road,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,20586,train_20586,agriculture partly_cloudy primary road water,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,26761,train_26761,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,12303,train_12303,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9824,train_9824,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10865,train_10865,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19006,train_19006,agriculture clear cultivation cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,36977,train_36977,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,31456,train_31456,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1869,train_1869,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,32768,train_32768,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,914,train_914,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,8173,train_8173,agriculture bare_ground clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,35138,train_35138,bare_ground clear,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,20374,train_20374,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5648,train_5648,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,12150,train_12150,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14189,train_14189,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6310,train_6310,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15733,train_15733,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36816,train_36816,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24334,train_24334,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4151,train_4151,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9399,train_9399,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22391,train_22391,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,35079,train_35079,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,12920,train_12920,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,23287,train_23287,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,34107,train_34107,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21870,train_21870,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,13560,train_13560,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,22324,train_22324,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,38546,train_38546,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6211,train_6211,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,27403,train_27403,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13427,train_13427,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,37647,train_37647,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6161,train_6161,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,24602,train_24602,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34804,train_34804,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,27023,train_27023,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23745,train_23745,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39969,train_39969,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4312,train_4312,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,17335,train_17335,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,38977,train_38977,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,28048,train_28048,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31821,train_31821,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3833,train_3833,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4664,train_4664,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2938,train_2938,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39597,train_39597,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2524,train_2524,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,40036,train_40036,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23921,train_23921,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34750,train_34750,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5027,train_5027,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27151,train_27151,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,26648,train_26648,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3304,train_3304,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,9350,train_9350,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1497,train_1497,agriculture cultivation partly_cloudy primary road,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,35767,train_35767,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26649,train_26649,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5947,train_5947,haze primary road water,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
